9482 4156  14 8.571428571428571
76980 6624  80 5.221556886227545
749132 100831  -1 5.221556886227545
849632 44877  -1 5.221556886227545
751428 98339  56 5.221556886227545
491115 73564  40 5.2215189873417724
671180 63218  8 5.2215189873417724
752795 67363  59 5.221476510067114
735873 24389  29 5.221476510067114
276148 46242  -1 5.22140221402214
388929 58728  38 5.221374045801527
633324 69604  34 5.221311475409836
47494 9902  36 5.221238938053097
16168 6588  51 5.221238938053097
919395 63218  8 5.221238938053097
850095 101140  26 5.221153846153846
42858 7607  70 5.221105527638191
84543 18450  -1 5.221105527638191
163689 31399  -1 5.221052631578948
687345 89468  -1 5.220994475138122
934682 65234  58 5.220994475138122
934577 100831  -1 5.220994475138122
464949 64929  54 5.22093023255814
72121 10437  72 5.220858895705521
39656 8229  -1 5.220833333333333
639416 66967  47 5.220833333333333
886637 57447  59 5.220689655172414
951776 113019  -1 5.220588235294118
583063 44882  43 5.220588235294118
36888 6668  40 5.220588235294118
413286 40106  30 5.220588235294118
362406 6498  60 5.220588235294118
468297 60003  27 5.220512820512821
893713 11854  53 5.2204724409448815
822479 52549  -1 5.2204724409448815
477499 18505  -1 5.220338983050848
843317 14593  -1 5.220338983050848
248754 38234  56 5.220338983050848
22257 8533  43 5.220338983050848
850245 103534  41 5.220338983050848
835119 68504  76 5.220338983050848
134408 14620  45 5.220264317180617
758180 7969  49 5.220264317180617
771652 68504  76 5.220238095238095
695335 66106  59 5.220238095238095
502386 53572  47 5.220238095238095
545911 35545  -1 5.220183486238532
921994 114565  38 5.220183486238532
623119 77521  26 5.220125786163522
724286 70661  -1 5.220125786163522
751937 40386  -1 5.220125786163522
521573 60173  39 5.220125786163522
745585 92643  28 5.220125786163522
902616 59029  50 5.220095693779904
690674 67361  -1 5.22
692982 41675  52 5.22
12919 409  31 5.22
485159 64929  54 5.219895287958115
673 142  -1 5.219895287958115
672073 83817  62 5.219858156028369
397364 52992  40 5.219858156028369
525288 70484  46 5.219858156028369
842924 101536  70 5.21978021978022
893885 116664  37 5.21978021978022
10759 5964  41 5.219730941704036
11019 811  -1 5.219730941704036
953752 4793  -1 5.21969696969697
66363 6008  -1 5.21969696969697
218077 39483  45 5.219672131147541
841434 3214  61 5.219653179190751
32887 11096  -1 5.219626168224299
225688 27133  -1 5.219594594594595
825777 69668  46 5.219512195121951
794860 47470  29 5.219512195121951
945683 37252  55 5.219512195121951
397317 40973  8 5.219387755102041
766035 11854  53 5.219387755102041
256750 34013  34 5.219330855018588
224926 37334  -1 5.219269102990033
397482 41845  53 5.219178082191781
764423 103711  26 5.219123505976095
889380 101668  -1 5.219101123595506
372213 32644  -1 5.219047619047619
776304 43191  -1 5.219047619047619
325490 48262  28 5.219047619047619
847064 52992  40 5.2190082644628095
602197 72695  25 5.218978102189781
197642 16488  -1 5.218978102189781
281855 811  -1 5.218961625282167
76603 14193  46 5.218934911242603
685091 45755  37 5.218905472636816
487737 69604  34 5.218884120171674
6865 3751  -1 5.218867924528302
4084 1856  -1 5.218867924528302
943613 811  -1 5.21875
4312 1827  40 5.21875
749599 35804  -1 5.21875
289374 35382  -1 5.21875
46631 2223  44 5.21875
720291 67361  -1 5.21875
276149 44607  47 5.218637992831542
126677 16385  -1 5.218637992831542
44238 9193  29 5.218623481781377
182987 29154  -1 5.218623481781377
636064 41675  52 5.218579234972678
69645 12475  -1 5.218518518518518
239529 811  -1 5.218390804597701
445388 29904  -1 5.218390804597701
756497 41802  37 5.218340611353712
623677 53572  47 5.218274111675127
907485 60173  39 5.218274111675127
15957 7067  41 5.218274111675127
541938 44172  43 5.218253968253968
757819 90952  33 5.218181818181818
66285 2158  -1 5.218181818181818
246396 29009  -1 5.218181818181818
332298 34114  55 5.2181069958847734
515651 37684  52 5.218085106382978
881958 55005  -1 5.218085106382978
954726 75699  46 5.2180451127819545
35152 327  -1 5.2180451127819545
329958 27556  36 5.217993079584775
723591 67363  59 5.217948717948718
1745 1042  49 5.217821782178218
468668 69407  -1 5.217821782178218
486114 41556  50 5.217777777777778
633807 80859  -1 5.217741935483871
633772 64989  43 5.217741935483871
789678 103534  41 5.217741935483871
412657 45375  30 5.217741935483871
931089 86447  95 5.217687074829932
811037 52130  28 5.217687074829932
794374 74612  62 5.217687074829932
819441 57447  59 5.217616580310881
319982 7322  49 5.217592592592593
68339 7743  -1 5.2175732217573225
500504 67628  26 5.217557251908397
276840 43437  38 5.2174887892376685
768193 64989  43 5.217391304347826
485243 67145  -1 5.217391304347826
471482 66524  57 5.217391304347826
819526 108500  43 5.217391304347826
30644 6202  50 5.217391304347826
504540 34114  55 5.217194570135747
249307 37215  65 5.217171717171717
939308 118140  33 5.217171717171717
34361 10263  -1 5.217171717171717
666428 46177  60 5.217171717171717
75390 7560  42 5.217142857142857
386024 61234  -1 5.217105263157895
697772 88352  -1 5.217105263157895
633492 80912  -1 5.217021276595744
230347 10848  -1 5.216949152542373
816714 66384  75 5.216867469879518
864200 86447  95 5.216814159292035
836165 106719  -1 5.216783216783217
86683 14614  -1 5.216783216783217
592093 31399  -1 5.216666666666667
774254 66967  47 5.216589861751152
880094 48984  -1 5.2165605095541405
738517 44877  -1 5.2165605095541405
943106 63218  8 5.2165605095541405
395297 63944  -1 5.216494845360825
112498 2752  87 5.2164179104477615
266041 15266  48 5.216393442622951
808614 59029  50 5.216393442622951
570443 67591  22 5.216374269005848
408275 57851  32 5.216346153846154
420645 26526  -1 5.216346153846154
505464 53509  -1 5.216326530612245
27586 7763  -1 5.216216216216216
336589 56797  37 5.216216216216216
527451 62671  48 5.216216216216216
936680 126124  -1 5.216216216216216
332331 46202  -1 5.216117216117216
76702 18552  61 5.216049382716049
739729 63633  37 5.216049382716049
906811 67697  49 5.216
9894 885  -1 5.215909090909091
840965 60173  39 5.215827338129497
820324 105805  56 5.21578947368421
160774 35310  31 5.215753424657534
707406 89468  -1 5.215686274509804
747026 41370  -1 5.215686274509804
365967 11078  68 5.215596330275229
949330 129807  -1 5.2154696132596685
40356 9462  36 5.215447154471545
85008 12231  65 5.2153284671532845
64279 15800  32 5.2153284671532845
250123 23042  -1 5.215311004784689
934047 16241  -1 5.215311004784689
329354 15711  64 5.2152466367713
471463 39429  61 5.2152466367713
682887 91986  40 5.21523178807947
582376 60340  47 5.215189873417722
910821 16363  43 5.215189873417722
705281 44877  -1 5.215189873417722
729086 14986  55 5.215189873417722
851083 95579  -1 5.215189873417722
592397 32968  50 5.215189873417722
805467 108243  25 5.215189873417722
232660 37444  66 5.2151394422310755
471666 34114  55 5.215116279069767
883639 73564  40 5.215116279069767
163660 6668  40 5.21505376344086
692642 94566  24 5.21505376344086
664169 72067  -1 5.215
638468 49861  -1 5.215
648971 59029  50 5.214953271028038
515644 37684  52 5.214912280701754
20087 7474  40 5.214912280701754
678277 88136  25 5.214912280701754
281721 35545  -1 5.21484375
175864 11785  -1 5.214814814814815
33250 9146  -1 5.214814814814815
200555 37103  38 5.214814814814815
580831 32754  -1 5.214814814814815
782259 62787  31 5.214814814814815
448486 9111  63 5.214788732394366
396009 60073  -1 5.214788732394366
797444 90754  36 5.214723926380368
925136 65234  58 5.214723926380368
330711 32644  -1 5.214659685863874
550365 67697  49 5.214659685863874
13070 2344  34 5.214634146341464
181246 14414  28 5.214545454545455
354731 47316  31 5.214492753623189
121736 9763  39 5.214285714285714
743230 95579  -1 5.214285714285714
814689 109213  36 5.214285714285714
844323 101536  70 5.214285714285714
909686 64670  49 5.214285714285714
890713 113419  -1 5.214285714285714
265893 46468  -1 5.214285714285714
111743 12448  54 5.214285714285714
139980 6498  60 5.2140350877192985
628245 79650  -1 5.2139917695473255
383212 27524  38 5.2139917695473255
37434 10673  57 5.213973799126638
835402 82707  -1 5.213930348258707
103474 22392  44 5.213903743315508
693257 93756  -1 5.213903743315508
630995 55542  -1 5.213903743315508
743239 14476  -1 5.213836477987422
944405 70661  -1 5.213793103448276
818379 52130  28 5.213740458015267
881815 107135  49 5.213740458015267
482148 63218  8 5.213740458015267
255118 16363  43 5.213740458015267
183082 11078  68 5.213709677419355
20547 8202  -1 5.213675213675214
651809 55883  30 5.213592233009709
723408 63633  37 5.213592233009709
687233 41802  37 5.213483146067416
21158 5982  51 5.213483146067416
46612 13381  40 5.213483146067416
678511 62671  48 5.213483146067416
255563 3343  69 5.213450292397661
668650 11854  53 5.213414634146342
166764 31005  -1 5.2133891213389125
677235 47274  24 5.213270142180095
582291 41675  52 5.213197969543147
648237 52992  40 5.213197969543147
444500 56167  62 5.213114754098361
912706 48541  35 5.213114754098361
537935 73452  25 5.213114754098361
226185 40973  8 5.213058419243986
262603 42638  50 5.21304347826087
6775 2764  68 5.212996389891697
25177 9262  43 5.212996389891697
557026 41556  50 5.212962962962963
333362 46294  46 5.212962962962963
93422 19050  50 5.212927756653992
747242 11854  53 5.212903225806452
610677 62787  31 5.212903225806452
522736 70661  -1 5.212765957446808
86227 7684  38 5.212765957446808
49150 10510  -1 5.212765957446808
716767 52992  40 5.21259842519685
162069 9111  63 5.212574850299402
693605 93957  56 5.2125
50164 11653  -1 5.2125
627917 32754  -1 5.2125
422475 33947  69 5.212454212454213
13352 811  -1 5.212435233160622
133779 18216  -1 5.212389380530974
795200 92779  -1 5.212389380530974
16079 6523  71 5.212389380530974
327424 55318  71 5.212389380530974
606315 84075  38 5.212389380530974
44834 6668  40 5.212328767123288
852738 97225  68 5.212290502793296
808582 30982  -1 5.212264150943396
199426 37334  -1 5.2122448979591836
158082 200  49 5.212230215827338
820182 70000  29 5.212121212121212
269610 34759  39 5.212121212121212
454245 58894  41 5.212121212121212
674505 61234  -1 5.212121212121212
813235 59195  -1 5.212121212121212
518183 65035  -1 5.211981566820277
207368 6130  -1 5.211956521739131
97985 7322  49 5.211956521739131
710250 56243  38 5.211956521739131
238657 43334  39 5.211956521739131
908256 61222  67 5.211920529801325
836765 811  -1 5.211920529801325
566213 32754  -1 5.211920529801325
305773 16363  43 5.211864406779661
903589 66398  50 5.211864406779661
357213 23098  -1 5.211822660098522
377308 61073  -1 5.211822660098522
550064 80980  25 5.211822660098522
325960 10263  -1 5.211822660098522
733697 28532  44 5.211764705882353
949608 91342  69 5.211678832116788
46832 6624  80 5.211678832116788
276362 26045  38 5.211640211640212
896179 11854  53 5.211640211640212
286858 44996  29 5.211618257261411
374011 3214  61 5.211538461538462
935937 125389  -1 5.211538461538462
634185 44172  43 5.211453744493392
937194 8367  -1 5.211428571428572
331415 37334  -1 5.211382113821138
118134 23511  -1 5.211340206185567
746219 53781  40 5.211340206185567
814940 67697  49 5.211267605633803
773731 67361  -1 5.211267605633803
664279 9462  36 5.211267605633803
323177 49135  40 5.211267605633803
654648 88743  26 5.211206896551724
516370 11854  53 5.211206896551724
934414 124815  -1 5.211111111111111
801367 107620  -1 5.211111111111111
256850 46941  62 5.211072664359862
479110 35613  -1 5.211055276381909
776394 102562  -1 5.211055276381909
869999 64670  49 5.211055276381909
472670 60698  -1 5.211055276381909
414423 57166  48 5.2110091743119265
377321 55720  52 5.210970464135021
795187 56275  -1 5.2109375
735159 41675  52 5.2109375
836118 66384  75 5.210884353741497
31625 7466  46 5.210884353741497
530492 30584  42 5.210884353741497
944966 126615  -1 5.210843373493976
511339 18349  47 5.21078431372549
269380 674  -1 5.210762331838565
331677 5746  49 5.210743801652892
352873 50130  -1 5.210682492581602
254295 34013  34 5.210682492581602
38760 10643  43 5.2105263157894735
709768 94265  31 5.2105263157894735
11422 327  -1 5.2105263157894735
81795 6202  50 5.2105263157894735
661934 67999  26 5.2105263157894735
898743 113419  -1 5.2105263157894735
606120 84576  61 5.2105263157894735
784374 106148  33 5.2105263157894735
727111 61222  67 5.2105263157894735
1883 1829  -1 5.210280373831775
445475 22467  31 5.21025641025641
79022 20673  45 5.2102272727272725
840218 103759  50 5.2102272727272725
588847 60614  -1 5.2102272727272725
716739 73942  -1 5.210191082802548
601151 70484  46 5.210191082802548
609514 67469  26 5.210191082802548
61861 8367  -1 5.210191082802548
522201 60614  -1 5.210191082802548
60475 14193  46 5.2101449275362315
291807 52536  37 5.21011673151751
257285 37103  38 5.21011673151751
232527 30584  42 5.21011673151751
167538 811  -1 5.2100840336134455
928231 120432  68 5.2100840336134455
723707 92643  28 5.21
312676 55949  -1 5.21
510776 59029  50 5.21
395076 27133  -1 5.209964412811388
21406 5635  63 5.209944751381215
10029 2158  -1 5.209944751381215
857277 111458  22 5.209923664122138
276434 26045  38 5.209905660377358
560436 35804  -1 5.209876543209877
880426 98647  -1 5.209876543209877
835589 66384  75 5.20979020979021
712023 63633  37 5.209756097560976
347419 35804  -1 5.209737827715355
199352 35444  -1 5.209677419354839
134767 3214  61 5.209606986899563
505360 70375  39 5.209580838323354
856146 38407  -1 5.20952380952381
381214 811  -1 5.209486166007905
59924 16385  -1 5.209486166007905
552986 32872  59 5.209424083769633
479466 58728  38 5.209424083769633
521567 29009  -1 5.209302325581396
480197 35947  -1 5.209302325581396
391140 18461  46 5.209302325581396
289920 49870  37 5.209302325581396
412015 45475  -1 5.2092050209205025
226746 18552  61 5.2092050209205025
398183 35322  37 5.209183673469388
732277 3214  61 5.209183673469388
457827 42826  35 5.209150326797386
714190 66097  -1 5.209150326797386
164762 12243  47 5.2091254752851714
551087 52992  40 5.209090909090909
930380 114285  -1 5.209039548022599
464472 72841  -1 5.209039548022599
483626 69493  34 5.209039548022599
588356 81310  -1 5.209039548022599
667339 67697  49 5.208955223880597
463297 67361  -1 5.208888888888889
225660 4793  -1 5.208835341365462
913394 113412  -1 5.208791208791209
918273 113634  40 5.208791208791209
557024 53690  37 5.208695652173913
25082 7706  38 5.2086330935251794
194076 12268  -1 5.2086330935251794
955389 114565  38 5.2086330935251794
29978 5473  -1 5.2086330935251794
648323 64929  54 5.2086330935251794
781510 11854  53 5.208588957055214
293868 43437  38 5.208530805687204
638771 70375  39 5.208510638297873
849775 113419  -1 5.208510638297873
309919 40912  41 5.208333333333333
695903 6576  66 5.208333333333333
648 327  -1 5.208333333333333
606637 71630  -1 5.208333333333333
721249 68947  -1 5.208333333333333
736588 56275  -1 5.208333333333333
542862 6498  60 5.208333333333333
343231 46177  60 5.208333333333333
7353 4430  43 5.20817843866171
226824 26526  -1 5.208163265306123
357256 36808  -1 5.208121827411167
817501 36999  -1 5.208
479181 63218  8 5.207920792079208
246287 6532  -1 5.207885304659499
484883 70661  -1 5.207792207792208
211746 15266  48 5.207792207792208
792264 65083  -1 5.207692307692308
480351 16793  45 5.2076502732240435
121811 2217  -1 5.2075471698113205
631875 79443  56 5.2075471698113205
556218 77314  56 5.2075471698113205
415523 46242  -1 5.2075471698113205
547247 57661  27 5.2075471698113205
93507 14043  31 5.2075471698113205
157512 27901  60 5.2075471698113205
614728 74533  52 5.2075471698113205
